ARTICULO	DESCRIPCION	CLASIFICACION_2	ULTIMO_INGRESO	ACTIVO	NOTAS	UNIDAD_VENTA	CANASTA_BASICA	CODIGO_HACIENDA
1185	JABÓN DE MANOS ESPUMA BUCKEYE 6 X 1250 ML	BUCKEYE	Mar 20 2025  3:14PM	S	 	CAJA	N	3532101029900
1186	SANITIZANTE EN ESPUMA BUCKEYE 1250ml SIN ALCOHOL (burbuja)	BUCKEYE	Jul 19 2024 12:30PM	S	 	BURBU	N	3532101029900
1187	CEPILLO BAJA REVOLUCION 20 PULG - HAWK	SUMINISTRO	Mar  6 2025  5:12PM	S	 	UND	N	4491999999900
1188	CEPILLO LIMPIADOR PISOS 20 PULG 1.5HP/ ALTA 1500 RPM HAWK	SUMINISTRO	Nov 19 2024  4:48PM	S	 	UND	N	4491999999900
1189	JABON DE MANOS ESPUMA BUCKEYE 1250ML UNIDAD	BUCKEYE	Jul 19 2024 12:30PM	S	 	UND	N	3532101029900
119	LAVAPLATOS KLINS 1000GR	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532101990000
1190	BATERIA PANASONIC ALK EVOLTA LR14EG	SUMINISTRO	Jan 24 2025  5:59PM	S	 	PAR	N	4641001010100
1191	GLADE AEROSOL ESPUMOSO FRUTAS 8 OZ (227gr)	SUMINISTRO	Nov 16 2022  4:28PM	S	 	UND	N	3533199000000
1192	GLADE AEROSOL OLAS DE AGUA 8 OZ (227gr)	SUMINISTRO	Nov 16 2022  4:28PM	S	 	UND	N	3533199000000
1193	GLADE AEROSOL MANZANA Y CANELA 8 OZ (227gr)	SUMINISTRO	Nov 16 2022  4:28PM	S	 	UND	N	3533199000000
1194	GLADE AEROSOL LIRIOS AGUA Y BAMBU 8 OZ (227gr)	SUMINISTRO	Nov 16 2022  4:28PM	S	 	UND	N	3533199000000
1195	GLADE AEROSOL ALEGRIA TORONJAS Y MARGARITAS 8 OZ (227gr)	SUMINISTRO	Nov 16 2022  4:28PM	S	 	UND	N	3533199000000
1196	GLADE AEROSOL LAVANDA Y FLOR DURANZNO 8 OZ (227gr)	SUMINISTRO	Nov 16 2022  4:28PM	S	 	UND	N	3533199000000
1197	ROMPOPE DOS PINOS 250ML	SUMINISTRO	Nov 25 2022  3:13PM	S	 	UND	N	2413100000800
1198	AIR WICK ELECTRICO REPUESTO PUMPKIN (CALABAZA)	SUMINISTRO	Nov 25 2022  7:04PM	S	 	UND	N	3533199000000
1199	AIR WICK ELECTRICO REPUESTO MANZANA/CANELA 21ML	SUMINISTRO	Nov 25 2022  7:04PM	S	 	UND	N	3533199000000
12	ENCENDEDOR BIC 1X15	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
120	VINAGRE ALFARO BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2399400009900
1200	AIR WICK ELECTRICO REPUESTO PARADISE RETREAT 3P	SUMINISTRO	Nov 25 2022  7:04PM	S	 	UND	N	3533199000000
1201	AGUA 500ML BOTELLA AQUA VITA	SUMINISTRO	Dec 19 2022  1:51PM	N	 	UND	N	2441099000000
1202	ALFOMBRA NOMAD 0.70 X 50 C/REBORDE	SUMINISTRO	Jan 25 2023  5:31PM	S	 	UND	N	2721000000100
1203	LECHE PINITO POLVO CLUB PACK 3KL	SUMINISTRO	Jan 18 2023  9:55AM	S	 	UND	N	2221100000200
1204	LIMPIADOR POTENTE E14 BUCKEYE BOLSA 1.25 LITROS	BUCKEYE	Jan 19 2023  5:21PM	S	 	UND	N	3532101029900
1205	BASURERO VAIVEN ROJO	SUMINISTRO	Jan 26 2023  6:06PM	S	 	UND	N	3694000999900
1206	BALDE CON TAPA 18 LITROS AMARILLO	SUMINISTRO	Jan 26 2023  6:06PM	S	 	UND	N	3699012001600
1207	PLASTICO PALETIZAR 18" X 1500 FT (STRETCH)	STRECHFILM	Apr  4 2023  3:46PM	S	 	ROLLO	N	3641099999900
1208	JUGO KERNS VARIOS SABORES EN LATA 330ML  	SUMINISTRO	Jul  4 2023  5:15PM	S	 	UND	N	2449001000000
1209	AEROSOL PARA DISPENSADOR AROMAS VARIOS	SUMINISTRO	Aug 20 2025 11:33AM	S	 	UND	N	3533199000000
1210	AEROSOL PARA DISPENSADOR MANZANA FLORECER 0709056	SUMINISTRO	Apr 28 2023  5:44PM	S	 	UND	N	3533199000000
1211	MOPA DE 36 BLANCA 40264	SUMINISTRO	Apr 16 2024  4:02PM	S	 	UND	N	2732099000200
1212	LIMPIADOR 409 COCINA ANTIGRASA LIMON BOLSA 450ML	SUMINISTRO	Apr  5 2023  4:57PM	S	 	UND	N	3532101029900
1213	MARSMELOS PAQ 150 GRAMOS  	SUMINISTRO	Apr 11 2023  5:30PM	S	 	PTE	N	2367000000500
1214	TE MENTA MANZATÉ 1X25	SUMINISTRO	Jan 31 2024  4:22PM	S	 	UND	S	2449002000200
1215	TE ROJO MANZATÉ 1X20	SUMINISTRO	Jan 31 2024  4:22PM	S	 	UND	S	2449002000200
1216	TE MANZANILLA MANZATÉ 1X100	SUMINISTRO	Apr  5 2024  3:39PM	S	 	UND	S	2449002000200
1217	TE JENGIBRE CON LIMON MANZATÉ 1X20	SUMINISTRO	Apr  5 2024  3:42PM	S	 	UND	S	2449002000200
1218	TRAMPA DE PEGAMENTO PARA RATONES  	SUMINISTRO	Jun 20 2023  5:36PM	S	 	UND	N	3699012001300
1219	FILTRO PAPEL 1820 INSTITUCIONAL 12 TAZAS 2PAQ 500 UND MARCA BUNN	SUMINISTRO	May  8 2023  5:31PM	S	 	CAJA	N	3219903990200
1220	MECHA ALGODON P/PISO # 34 SUPER MECHA	JESAN	Jul 16 2025  2:45PM	S	 	UND	N	2732099000200
1221	GALLETA MARIA  INTEGRAL 1 X 8	SUMINISTRO	Aug 13 2025  2:21PM	S	 	PTE	N	2341000009900
1222	PALITOS COSECHA DO DE AJONJOLI 6 PACK, 180GR C14	SUMINISTRO	Jan 18 2024  5:16PM	S	 	PTE	S	2341000000200
1223	REPELENTE CONTRA MOSCOS E INSECTOS MARCA SBP 100ML	SUMINISTRO	May 31 2023  5:08PM	S	 	UND	N	3532399000400
1224	REPELENTE OFF CREMA ALOE VERA 200ML	SUMINISTRO	May 31 2023  4:53PM	S	 	UND	N	3532399000400
1225	PAÑO MICROFIBRA AMARILLO 40.6X40.6CM BRISTOL	SUMINISTRO	Nov 29 2023  2:27PM	S	 	UND	N	2712005010000
1226	GABINETE RODANTE CON TAPA PLANA 3EN1 STANLEY	SUMINISTRO	Jun 30 2023  5:44PM	S	 	UND	N	4994299000900
1227	CAFE 1820 DE 1000 GRAMOS GRANO ENTERO (1kg)	SUMINISTRO	Jul 20 2023 10:21AM	S	 	KG	S	2391102010200
1228	CINTA ADHESIVA TRANSPARENTE 3" X 200	SUMINISTRO	Jul 20 2023  4:53PM	S	 	UND	N	2792200000100
1229	MOPA SINTETICA 18" AZUL 0203006	SUMINISTRO	May  8 2025  2:16PM	S	 	UND	N	2732099000200
123	CUARTO GALON  65 GRMS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
1230	REMOVEDORES PARA CAFE 13 CM (MADERA) 1 X 500	SUMINISTRO	Aug 17 2023  9:00AM	S	 	PTE	N	3699099999900
1231	BASURERO  DE ACERO INOXIDABLE 20 LITROS	SUMINISTRO	Aug 20 2025  5:01PM	S	 	UND	N	3812100000200
1232	BASURERO  DE ACERO INOXIDABLE 12 LITROS  	SUMINISTRO	Aug 22 2023  4:58PM	S	 	UND	N	3812100000200
1233	ALCOHOL ESPUMA BUCKEYE BASE ALCOHOL SIN FRAGANCIA 1200 ML	BUCKEYE	Jul 19 2024 12:30PM	S	 	BURBU	N	3413100000000
1234	AIR WICK ELECTRICO REPUESTO TURQUOISE OASIS 3 PACK	SUMINISTRO	May  5 2025  5:20PM	S	 	PTE	N	3533199000000
1235	AIR WICK ELECTRICO REPUESTO ISLAND PARADISE 3 PACK	SUMINISTRO	Jun  6 2024  7:40AM	S	 	PTE	N	3533199000000
1236	PATO TIRAS ACTIVAS LAVANDA (3 TIRAS 10g c/u)	SUMINISTRO	Oct  3 2023  5:46PM	S	 	UND	N	3532201999900
1237	 PATO TIRAS ACTIVAS LIMA FRESCA (3 TIRAS 10g c/u)	SUMINISTRO	Aug 11 2025  5:40PM	S	 	UND	N	3532201999900
1238	TE TRANQUILO  MANZATÉ 1X25	SUMINISTRO	Oct 13 2023  5:10PM	S	 	CAJITA	N	2449002000200
1239	CINTA ANTIDESLIZANTE 2"X15MTRS NEGRA	SALUD	Nov 10 2023  8:28AM	S	 	ROLLO	N	2792200000100
124	DORIVAL GEL 12UND	SUMINISTRO	Aug  2 2020 10:16AM	S		CAJITA	N	
1240	AZAFATE PLASTICO NEGRO 46.5*35.5 CM  40400	SUMINISTRO	Nov 10 2023  5:35PM	S	 	UND	N	3699099999900
1241	TE TILO MANZATE 1X20	SUMINISTRO	Feb 16 2024  1:03PM	S	 	CAJITA	S	2449002000200
1242	GLADE PLUG INS REPUESTO 3 PACK PARAISO AZUL	SUMINISTRO	Jun 18 2025 10:57AM	S	 	PTE	N	3533199000000
1243	GRAPAS PARA  FLEJES MEDIA PAQUETE 1X1000	SUMINISTRO	Jun 18 2025  8:24AM	S	 	PTE	N	4299502009900
1244	VASELINA PASTA CUB 3kg 1-000-280	SUMINISTRO	Jul 11 2024  9:40AM	S	 	CUB	N	3350000019900
1245	PAD SB CLEAN SHINE 13” 326001095	SUMINISTRO	Nov 30 2023  5:23PM	S	 	UND	N	3533401000000
1246	PAD SB CLEAN SHINE 20” 32XE006001160	SUMINISTRO	Dec 18 2024 11:40AM	S	 	UND	N	3533401000000
1247	CAFÉ 1820 MOLIDO CLASICO INSTITUCIONAL 1KG	SUMINISTRO	Dec  8 2023  2:48PM	S	 	PTE	S	2391102010200
1248	AEROSOL PARA DISPENSADOR AROMAS VARIOS SPRAY SCENTS	SUMINISTRO	Dec 22 2023  5:08PM	S	 	UND	N	3533199000000
1249	CAFE INSTITUCIONAL 1820 DE 1000 GRAMOS (1 KILO) 261501	SUMINISTRO	Aug 11 2025 10:47AM	S	 	PTE	S	2391102010200
1250	CAFE INSTITUCIONAL 1820 DE 500 GRAMOS 261491	SUMINISTRO	Aug 11 2025 10:48AM	S	 	PTE	S	2391102010200
1251	LAVAPLATOS XIBRIX 1000 GR	SUMINISTRO	Dec 27 2023  5:24PM	S	 	UND	N	3532101990000
1252	AIR WICK ELECTRICO REPUESTO 5 PACK	SUMINISTRO	Aug  5 2025  4:24PM	S	 	UND	N	3533199000000
1253	RAID MAX KITCHEN 400ML	SUMINISTRO	Jan 31 2024  6:03PM	S	 	UND	N	3466100990200
1254	CARRITO DE SERVICIO NEGRO 2 BANDEJAS "IM7002"	SUMINISTRO	Feb  7 2024  4:43PM	S	 	UND	N	3694000999900
1255	SUAVIZANTE PARA ROPA VARIOS AROMAS 3000ML	SUMINISTRO	Feb  9 2024  5:36PM	S	 	UND	N	3532201020000
1256	TE NEGRO MANZATÉ 1X25	JESAN	Mar 12 2024  5:06PM	S	 	CAJITA	S	2449002000200
1257	TE VERDE CON PIÑA MANZATÉ 1X20	JESAN	Mar 12 2024  5:07PM	S	 	CAJITA	S	2449002000200
1258	TE MANZANILLA MANZATÉ 1X25	JESAN	Mar 12 2024  5:08PM	S	 	CAJITA	S	2449002000200
1259	BATERIA ALCALINA MAXELL AAA /PAR	JESAN	Aug  7 2025  5:13PM	S	 	PAR	N	4641001010100
126	DORIVAL PASTILLA 60 UN	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
1260	BATERIA ALCALINA MAXELL AA /PAR	JESAN	Jun  4 2025  5:25PM	S	 	PAR	N	4641001010100
1261	TE CANELA MANZATÉ 1X25	SUMINISTRO	Mar 27 2024  5:19PM	S	 	CAJITA	S	2449002000200
1262	DISPENSADOR BURBUJA  (SOFTBODY) 800 ML	SUMINISTRO	Oct  1 2024  3:51PM	S	 	UND	N	3532101990000
1263	SANITIZANTE EN ESPUMA BUCKEYE 1000ml SIN ALCOHOL (burbuja)	SUMINISTRO	May  7 2024  3:50PM	S	 	BURBU	N	3532101029900
1264	ALFOMBRA DE HULE 35 X 47 CM	SUMINISTRO	May 15 2024  7:38AM	S	 	UND	N	2721000000100
1265	GLADE REPUESTO 270 ML LAVANDA VAINILLA P/DISPENSADOR	SUMINISTRO	May 20 2024  4:42PM	S	 	UND	N	3533199000000
1266	COCA COLA ZERO LATA 237ML	JESAN	Aug 18 2025  4:43PM	S	 	UND	N	2449001000000
1267	PALO PISO FIBRA DE VIDRIO VERDE	SUMINISTRO	Jun 26 2025  2:37PM	S	 	UND	N	3694000990400
1268	TAPETE HULE NEGRO 120 X 1 M	SUMINISTRO	Jul 23 2024  5:14PM	S	 	UND	N	2722001000100
1269	DISPENSADOR PARA VASOS CÓNICOS AZUL	SUMINISTRO	Aug 20 2024  5:27PM	S	 	UND	N	3694000999900
127	COBERTOR SANITARIO DISCREET 20X250	SUMINISTRO	Mar 17 2025  5:07PM	S		CAJA	N	3219399000000
1270	DISPENSADOR METALICO MANUAL PARA PLASTICO	SUMINISTRO	Jul 30 2024 12:08PM	S	 	UND	N	3699099999900
1271	TOALLA HUMEDA HUGGIES 48 UNDS	JESAN	Aug  6 2024  5:51PM	S	 	CAJA	N	3219302039900
1272	ALFOMBRA NOMAD NEGRA CON REBORDE 120 X 190 CM	SUMINISTRO	Sep 24 2024  4:51PM	S	 	UND	N	2721000000100
1273	ALFOMBRA NOMAD NEGRA CON REBOTE 44 X 74 CM	SUMINISTRO	Sep 24 2024  4:51PM	S	 	UND	N	2721000000100
1274	JALADOR P/MESAS DE TRABAJO 25CM VERDE	SUMINISTRO	Sep 17 2024  5:36PM	S	 	UND	N	3899301030000
1275	JALADOR P/MESAS DE TRABAJO 25CM ROJO	SUMINISTRO	Sep 17 2024  5:36PM	S	 	UND	N	3899301030000
1276	WIPEX HUMEDOS CLOROX EXP 75 P	JESAN	Oct 25 2024  4:17PM	S	 	UND	N	3466499999900
1277	MECHA ALGODON P/PISO #50 SUPER MECHA AMARILLA	SUMINISTRO	May 20 2025  4:42PM	S	 	UND	N	2732099000200
1278	PAD DRIVER 20 PULGADAS	SUMINISTRO	Oct 11 2024  4:52PM	S	 	UND	N	3533401000000
1279	SILLA DE OFICINA TIPO CAJERO NEGRO	SUMINISTRO	Apr 29 2025  4:46PM	S	 	UND	N	3811900009900
128	DISPENSADOR TOALLA INTERFOLIADA/9214 SCOTTFOLD	SUMINISTRO	Aug  2 2020 10:16AM	S	 	UND	N	3694000999900
1280	ENVASE PLASTICO 8 ONZAS BLANCO (caja 500und)	ENVASES	Apr 25 2025  4:41PM	S	 	CAJA	N	3649002009900
1281	TAPA PLASTICA 8 ONZAS BLANCA (caja 500und)	TAPAS	Jun  5 2025  2:03PM	S	 	CAJA	N	3649003010300
1282	AIR WICK FRESH MATIC REPUESTO LAVANDA 250ML	SUMINISTRO	Jul 14 2025  2:14PM	S	 	UND	N	3533199000000
1283	SAL SOL ALTA PUREZA SIN YODO 25 KG	SUMINISTRO	May  8 2025  5:23PM	S	 	SACO	N	2399908000200
1284	DISPENSADOR JABÓN LÍQUIDO con GEL 1TR BLANCO 235mm	SUMINISTRO	Jan 27 2025  3:25PM	S	 	UND	N	3694000999900
1285	ALFOMBRA NOMAD 1.37 X 0.70 SIN BORDE GRIS OSCURO CON LOGO	SUMINISTRO	Mar 20 2025  3:43PM	S	 	UND	N	2721000000100
1286	WIPES POLICELULOSA CLEAN ROOM 6X6 PULG 1X300	CUARTOLIMPIO	Jul  3 2025  1:30PM	S	 	PTE	N	3466499999900
1287	WIPES HUMEDOS CLOROX AROMA 30 P	SUMINISTRO	Mar 14 2025  5:02PM	S	 	PTE	N	3466499999900
1288	PAÑO MICROFIBRA AMARILLA PREMIUM  2267	SUMINISTRO	Aug 18 2025 10:59AM	S	 	UND	N	2712005010000
1289	PAÑO MICROFIBRA AZUL PREMIUM 2269	SUMINISTRO	Aug 18 2025 10:59AM	S	 	UND	N	2712005010000
129	FILTRO P/ CAFE MARCA REY XL 1X500	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3219903990200
1290	PAÑO MICROFIBRA VERDE  PREMIUM 2268	SUMINISTRO	Aug 18 2025 10:59AM	S	 	UND	N	2712005010000
1291	PAÑO MICROFIBRA ROJO PREMIUM	SUMINISTRO	Aug 18 2025 10:59AM	S	 	UND	N	2712005010000
1292	SOPLADORA INALAMBRICA 20V PRETUL 28274	SUMINISTRO	Mar 24 2025  5:49PM	S	 	UND	N	4481602990000
1293	TE MONDAISA MANZANILLA MIEL	SUMINISTRO	Apr  8 2025  1:33PM	S	 	PTE	N	2449002000200
1294	CHV MEROPA ELISTESYN XM 320 1/5 CUBETA	SUMINISTRO	Apr 14 2025  5:20PM	S	 	UND	N	3338000010100
1295	CUCHILLA RETRACTIL 18mm (CT-1903)	SUMINISTRO	May  5 2025  3:13PM	S	 	UND	N	4292202020000
1296	JABÓN DE MANOS ESPUMA BUCKEYE 1000ml (unidad)	SUMINISTRO	May 19 2025  3:55PM	S	 	UND	N	3532101029900
1297	BASURERO TAPA VAIVEN 12LT GRIS	SUMINISTRO	May 22 2025  4:34PM	S	 	UND	N	3694000999900
1298	PALO PISO ALUMINIO GRIS	SUMINISTRO	Aug 19 2025  4:47PM	S	 	UND	N	3899301020100
1299	BASURERO TAPA PEDAL 45L AMARILLO	SUMINISTRO	Jul  4 2025  5:42PM	S	 	UND	N	3694000999900
13	CLORO LIQUIDO AL 3 LITRO	SUMINISTRO	Aug  2 2020 10:16AM	S		LT	N	3423101010000
1300	GUANTE NITRILO AZUL T-M 1X100 SAFETYZONE	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1301	GUANTE NITRILO	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1302	GUANTE NITRILO AZUL T-L 8MIC N2253 1X50 SAFETYZONE	SALUD	Aug  2 2020 10:16AM	N	 	CAJITA	N	3626001999900
1303	GUANTE ALGODON 38 GRAMOS 1X 288	CUARTOLIMPIO	Jul  1 2025  5:02PM	S	 	PAR	N	3626001999900
1304	GUANTE NITRILO AZUL T-M 8MIC.GL-N108EPF PROWORK	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1305	GUANTE NITRILO	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1306	GUANTE NITRILO	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1307	GUANTE NITRILO AZUL T-S 8MICRA SAFETYZONE	SALUD	Apr  5 2023  3:49PM	S		CAJITA	N	3626001999900
1308	GUANTE NITRILO AZUL 8 MICRAST-XL EIGHT	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1309	GUANTE LATEX TALLA XS 1X100 SAFETYZONE	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1310	GUANTE LATEX TALLA S 1X100 L2321 SAFETYZONE	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1311	GUANTE LATEX TALLA M 1X100 L2322 SAFETYZONE	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1312	GUANTE LATEX TALLA L 1X100 L2323 SAFETYZONE	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1313	GUANTE LATEX TALLA XL 1X100 L2324 SAFETYZONE	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1314	TOALLA SOFPULL HARDWOUND 26610	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3219302039900
1315	NILODEW 2 X 1 TARRO 8LBS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
1316	GUANTE NITRILO AZUl	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1317	GUANTES NITRILO AZUL T L 1 X 100 AMBITEX	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1318	GUANTES NITRILO AZUL T M 1 X 100 AMBITEX	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1319	GUANTE NITRILO AZUL T XL 1X100 AMBITEX	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1320	GUANTE NITRILO AZUL T S 1 X 100 AMBITEX	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1321	GUANTE NITRILO LILA T- L  1X200 RONCO	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1322	GUANTE NITRILO LILA T- XL  1X200 RONCO	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1323	GUANTE NITRILO AZUL TALLA L 1X100 HANDARMOR	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1324	GUANTE NITRILO AZUL T- M  1X100 HANDARMOR	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1325	GUANTE LATEX L/POLVO T-M 1X100 GL-L105FM PROWORK	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1326	GUANTE NITRILO LILA T- M  1X200 RONCO	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1327	GUANTE NITRILO AZUL T-L 1X100 GL-N135FL PROWORK	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1328	GUANTE NITRILO AZUL T-M 1X100 GL-N135FM PROWORK	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1329	GUANTE LATEX L/POLVO T-L 1X100 GL-L105FL PROWORKS	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1330	GUANTE NITRILO AZUL TALLA L 1X100 FIVE	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1331	GUANTE NITRILO AZUL TALLA M 1X100 FIVE	SALUD	Aug  7 2020  3:09PM	S		CAJITA	N	3626001999900
1332	GUANTE LATEX TALLA M 1X100 DERMAFLEX	SALUD	Sep  7 2023  4:08PM	S		CAJITA	N	3626001999900
1333	GUANTE LATEX  TALLA L 1X100 DERMAFLEX B/P	SALUD	Sep  1 2023 11:25AM	S		CAJITA	N	3626001999900
1334	GUANTE LATEX ESTERIL MEDIANO B/P 1 X 100 AMBIDERM	SALUD	Jun 10 2025  2:11PM	S	 	CAJITA	N	3626001999900
1335	GUANTE NITRILO L/POLVO TALLA XS 1X100 CLAREX	SALUD	Jan 20 2021  6:00PM	S		CAJITA	N	3626001999900
1336	GUANTE NITRILO AZUL T- L GL-N106FL 1X100 PROWOKS	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1337	GUANTE NITRILO AZUL TALLA S 1X100 FIVE	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1338	GUANTE NITRILO NEGRO T-M 1X100 GL-N105FM PROWORKS	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1339	GUANTE NITRILO NEGRO T-L 1X100 GL-N105FL PROWORKS	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1340	GUANTE NITRILO NEGRO T-S 1X100 GL-N105FS PROWORK	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1341	GUANTE NITRILO NEGRO T-XS 1X100 GL-N105FXS PROWORK	SALUD	Jun 27 2024  1:44PM	S		CAJITA	N	3626001999900
1342	GUANTE NITRILO AZUL T-L 8 MICRA EIGHT	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1343	GUANTE LATEX AZUL ALTORIESGO T-XL L113 1X50PROWORK	SALUD	Dec  9 2020  7:47AM	S		CAJITA	N	3626001999900
1344	GUANTE NITRILO AZUL T-XL 8MIC GL-N108 1X50 PROWORK	SALUD	Aug  2 2020 10:16AM	S		CAJITA	N	3626001999900
1345	GUANTE NITRILO AZUL T-M 8MICR N2252 1X50 ZAFETYZ	SALUD	Jun 23 2020 12:00AM	N	 	CAJITA	N	3626001999900
1346	GUANTE NITRILO AZUL T-S 1X100 GL-N135FS PROWORK	SALUD	Jan  6 2021  6:03PM	S		CAJITA	N	3626001999900
1347	GUANTE NITRILO AZUL T-XL 1X100 GL-N135FXL PROWORK	SALUD	Jun 23 2020 12:00AM	S		CAJITA	N	3626001999900
1348	SPEED STRIPPER GALON	QUMIICODIST	Jun 17 2022  5:05PM	S	 	GALON	N	3532201030100
1349	Alquiler Oficinas	OTROS	Jul  8 2024  6:58PM	S	 	SP	N	7211200000100
1350	SERVICIO DE ETIQUETADO DE ENVASE	ENVASES	Jul  8 2024  7:05PM	S	 	SP	N	8540000000000
1351	BASURERO TAPA PEDAL 50 LT AMARILLO	OTROS	Jul  9 2025  9:43AM	S	 	UND	N	3694000999900
14	DESATORADOR CAÑERÍAS XILO 1000ML	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	3423107030000
1401	GUANTE NITRILO AZUL L/POLVO T-S 1X100 SAFINA	SALUD	Feb  3 2023  6:01PM	S		CAJITA	N	3626001999900
1402	AIR WICK ELECTR APAR-REPUEST ROCIO LILI Y DURAZNO	SUMINISTRO	Aug  5 2025  4:24PM	S	 	UND	N	3533199000000
1403	AIR WICK ELECTR APAR-REPUEST HAWAII	SUMINISTRO	Jul 14 2025  2:14PM	S	 	UND	N	3533199000000
1404	KIT PORTATIL COLGATE	JESAN	Jul 21 2025  4:21PM	S	 	UND	N	3532304000100
1405	PALITOS BIOLAND OLIVA 4PAQ	SUMINISTRO	Jul 23 2025  5:39PM	S	 	UND	S	2349002011400
1406	PALITOS BIOLAND AJONJOLI 4 PAQ	SUMINISTRO	Jul 23 2025  5:39PM	S	 	UND	S	2349002011400
1407	SNACK SURTIDO NUTRISNACK PAQ 10 UND	SUMINISTRO	Aug 20 2025  8:08AM	S	 	UND	N	2349002011400
1408	NUTRISNACKS GALLETAS SURTIDAS 32 UND	SUMINISTRO	Aug  1 2025  5:08PM	S	 	KG	N	2341000009900
1409	NUTRISNACKS GALLETAS SIN AZUCAR 40 UND	SUMINISTRO	Aug  1 2025  5:08PM	S	 	UND	N	2341000009900
1410	PLASTICO P/MAQUINA 20 MACHINE	OTROS	Aug 12 2025  5:40PM	S	 	UND	N	3641099999900
1411	PAD DRIVER 20 PULG BAJA GLOBALMATIC (DELGADO)	SUMINISTRO	Aug 14 2025  5:45PM	S	 	UND	N	4492904000000
1412	REPELENTE LIQ OFF DE INSECTO C/ATOM 177ML	JESAN	Aug 20 2025  5:04PM	S	 	KG	N	3532399000400
1413	MS AGUA PURIFICADA 236 ML	SUMINISTRO	Aug 25 2025  4:28PM	S	 	UND	N	6340002020100
1414	TROPICAL SURTIDO 250 ML	SUMINISTRO	Aug 25 2025  4:28PM	S	 	UND	N	2399905000200
1415	WELCH SURTIDOS 296 ML	SUMINISTRO	Aug 25 2025  4:28PM	S	 	UND	N	2399905000200
15	DESINFECTANTE COLOSO MANZANA	QUIMICOS	Jun 23 2020 12:00AM	S		LT	N	3466499999900
1504	BOLSA 21" X 34" X2 AZUL	BOLSAS	Mar 19 2025  8:51AM	S	 	KG	N	3641099999900
16	DESODORANTE AMBIENTAL GAREND	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	3533199000000
160	LIGAS HULE N 18	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
17	JABON LIQUIDO P/MANOS ROJO FLORAL	SUMINISTRO	Jun 23 2020 12:00AM	S		GALON	N	3532101029900
176	ALCOHOL LIQUIDO 80 GRADOS GALON GAREND	QUIMICOS	Sep 28 2020  4:59PM	S		UND	N	3466499999900
177	RASTRILLO PLASTICO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	4292101020000
18	LIMPIADOR CRISTALES GAREND	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	3532201990200
