CLIENTE	NOMBRE	DIRECCION	TELEFONO1	CONTRIBUYENTE	MONEDA	LIMITE_CREDITO	CONDICION_PAGO	VENDEDOR	ACTIVO	E_MAIL	EMAIL_DOC_ELECTRONICO
00128	TECNILIMPIEZA DE SAN CARLOS SA	CIUDAD QUESADA 100OE CRUCE CEDRAL (CONTADO)	99999999	3101345305	CRC	1.00000000	1	0011	S	limpieza@racsa.co.cr	illaflores289@gmail.com
00129	EXTRALUM SA	SANTA ROSA / LA VALENCIA HEREDIA	99999999	3101088031	CRC	1000000.00000000	30	0011	S	gestionproveeduria@extralum.co.cr	facturacionsuministrosheredia@extralum.co.cr
00130	EUROPERFILES SA	50 SUR 25 OESTE LICEO DEL SUR BARRIO CUB	99999999	3101094177	CRC	300000.00000000	30	0011	S	jleon@europerfiles.net	facturacion@europerfiles.net
00131	CORP. DE SUPERMERCADOS UNIDOS S.R.L	M X M SABANILLA  SAN JOSE	99999999	3102007223	CRC	5000000.00000000	90	0007	S	gsslacrfeo@wal-mart.com	walmart.cr@einvoicing.signature-cloud.com
00132	FUNDACION AYUDENOS PARA AYUDAR	SAN JOSE	99999999	3006109117	CRC	5000000.00000000	30	0011	S	ncorrales@museocr.org	facturaelectronica@museocr.org
00133	ALMACEN FISCAL TERMINALES  LIMON TELISA	LIMON, ENVIAR POR BUSES CARIBEÑOS	99999999	3101070932	CRC	300000.00000000	60	0011	S	kerrelyn.hanson@telisacr.com	recepciondefacturas@telisacr.com
00134	SONDEL SA	ALAJUELA CONTIGUO LLOBET POR MAYOR	99999999	3101095926	CRC	1000000.00000000	30	0014	S	compras@sondelsa.com	compras@sondelsa.com
00135	ADT SECURITY SERVICES S.A.	PAVAS 100 S DE EMBAJADA AMERICANA	99999999	3101297403	CRC	5000000.00000000	60	0011	S	jose.araya.soto@jci.com	CORP-CR-MBC-PTP@jci.com
00136	CORRUGADOS DEL ATLANTICO SA	POCORA GUAPILES, 800MT NORTE DE MATAS CR	99999999	3101112218	CRC	8000000.00000000	60	0014	S	gzamora@codela.co.cr	recepciondefacturas@codela.co.cr
00137	ASESORIA EN ALIMENTOS ALFA SA	WATERLAND 300 N 100 E 100 S FRENTE BIC	99999999	3101163152	CRC	750000.00000000	30	0007	S	kespinoza@grupoaseal.com	facturacioncr@grupoaseal.com
00138	MUNICIPALIDAD DE HEREDIA	HEREDIA	99999999	3014042092	CRC	500000.00000000	30	0011	S	facturaelectronica@heredia.go.cr	facturaelectronica@heredia.go.cr
00139	CRISTALIZADO Y RESTAURACION DEL MARMOL SA	BARREAL DE HEREDIA	25894545	3101217216	CRC	300000.00000000	30	0005	S	bodega@crmcostarica.com	bodega@crmcostarica.com
00140	DISTRIBUIDORA COMERCIAL TRES ASES SA	TIBAS COSTADO ESTE DEL ESTADIO RICARDO SAPRISSA ANTES DE LAS BODEGAS DE LIBRERIA LEHMAN	99999999	3101074849	CRC	3000000.00000000	30	0007	S	comprasfe@3ases.com	comprasfe@3ases.com
00141	HELADOS SENSACION LTDA	GRECIA POR COOPEVICTORIA	99999999	3102368681	CRC	6000000.00000000	30	0006	S	contabilidad@sensacioncr.com	contabilidad@sensacioncr.com
00142	C.V.H COMERCIAL PASEO DE LAS FLORES HEREDIA II	PASEO LAS FLORES HEREDIA II	99999999	3109382662	CRC	300000.00000000	30	0011	S	operaciones@paseolasflores.com	facturaelectronica@paseodelasflores.com
00143	MAQUINARIA Y TRACTORES LIMITADA	SANTANA	99999999	3102004255	CRC	300000.00000000	30	0011	S	proveeduria@matra.co.cr	facturaproveeduria@matra.co.cr
00144	CORRUGADOS DEL GUARCO SA	PARQUE INDUSTRIAL ZETA EL GUARCO	99999999	3101048254	CRC	3000000.00000000	60	0014	S	carmen.sotela@guarcocr.com	recepciondefacturas@guarcocr.com
00145	CORRUGADOS BELEN SA	COSTADO SUR FIRESTONE, LA RIVERA BELEN	99999999	3101050398	CRC	5000000.00000000	60	0014	S	gquiros@corbel.co.cr	recepciondefacturas@corbel.co.cr
00146	ALIMENTOS HEINZ DE COSTA RICA S.A.	2 KILOMETROS OESTE Y 100 NORTE DE LA EMBAJADA AMERICANA	99999999	3101279036	CRC	25000000.00000000	75	0006	S	leonel.paisano@kraftheinz.com	factelectronicaKH@kraftheinz.com
00147	J.A.C.A	CEMENTERIO ALAJUELA	24416824	3007045756	CRC	1000000.00000000	30	0011	S	asistentejaca@cementeriosdealajuela.com	asistentejaca@cementeriosdealajuela.com
00148	EL COLONO AGROPECUARIO SA	150 MTS SUR ESTACIÓN MUELLE DE SAN CARLO	99999999	3101268981	CRC	2000000.00000000	30	0011	S	yjimenez@grupocolono.com	feagropecuario@grupocolono.com
00149	IPAK FPG SA	CIRUELAS ALAJUELA / 1 KM OESTE CARNICAS	99999999	3101224639	CRC	2000000.00000000	30	0011	S	julate@ipakcr.com	facturaprove@ipakcr.net
00150	UNIVERSIDAD HISPANOAMERICANA S.A.	SAN JOSE,TIBAS 600M SUR Y 200M OESTE DEL PAQUEO DEL ICE	99999999	3101389392	CRC	5000000.00000000	30	0011	S	melvin.chaves@uh.ac.cr	compras@uh.ac.cr
00151	ASOCIACION NACIONAL DE EDUCADORES Y EDUCADORAS	300 M NORTE DE LA MUNICIPALIDAD, EDIFICIO AZUL CON BLANCO, ESCUELA SINDICAL ANDE	22392919	3011045317	CRC	5000000.00000000	30	0011	S	aramirezaga@ande.cr	facturaelectronocaega@ande.cr
00152	ECOTECNOLOGIAS QUIMICAS S.A	PAVAS UNIMARKET-ECOMARKET	99999999	3101749620	CRC	5000000.00000000	30	0011	S	adminx01@cordisma.com	factura@cordisma.com
00153	ASOC DE SERVICIOS MEDICOS PARA EL BIEN SOCIAL	CARTAGO	99999999	3002116886	CRC	800000.00000000	45	0011	S	facturacioncompras@asembis.org	facturacioncompras@asembis.org
00154	VMV COSMETIC GROUP DE COSTA RICA S.A	SAN PEDRO / CENTRO TECNICO	99999999	3101377945	CRC	300000.00000000	30	0005	S	l.alvarado@cr.vmvcg.com	proveedores_facturaelectronica@cr.vmvcg.com
00155	SUSAN GOMEZ SIBAJA	ALAJUELA 200 SUR AGONIA CLINICA SONRISA TOTAL	99999999	109740520	CRC	5000000.00000000	30	0011	S	susangosi77@gmail.com	susangosi77@gmail.com
00156	ARPINSA SA	PARQUE INDUSTRIAL ZETA LOCAL #66 CARTAGO	99999999	3101047095	CRC	1000000.00000000	60	0014	S	rosa.mendez@arpinsa.net	recepciondefacturas@arpinsa.net
00157	STERICLEAN DE CENTROAMERICA SA	400 OEST 400 SUR DE COOPEMONTECILLOS	99999999	3101532822	CRC	100000.00000000	30	0005	S	asistente@stericlean.co.cr	proveedores@stericlean.co.cr
00158	CORP. COMPAÑIAS AGROINDUSTRIALES CCA S.R.L.	PLANTA CORIS CARTAGO, FRENTE A KIMBERLY CLARK	99999999	3102085278	CRC	5000000.00000000	60	0007	S	CAMCRCUE49@walmart.onmicrosoft.com	dtecr.prod@einvoicing.signature-cloud.com
00159	PRINCESA MARINA SA	SABANA DE CANAL 7 / 150 SUR	99999999	3101106958	CRC	0.00000000	30	0011	S	INFO@PRINCESAMARINA.COM	INFO@PRINCESAMARINA.COM
00160	FLORIDA BEBIDAS SA	LLORENTE DE HEREDIA 250M DE LA BOMBA DELTA EDIF CORPORATIVO FIFCO	99999999	3101273496	CRC	5000000.00000000	60	0011	S	recepcionfacturaelectronica@fifco.com	recepcionfacturaelectronica@fifco.com
00161	ADRIANA BARRANTES ALVAREZ	SAN JOAQUIN FLORES CONDOMINIO ANDERES	99999999	205140402	CRC	5000000.00000000	30	0011	S	adriana.barrantes@fifco.com	adriana.barrantes@fifco.com
00162	ANDYMAR SOCIEDAD ANONIMA	CARRILLOS DE POÁS, ALAJUELA 400 mts de la iglesia catolica	99999999	3101662392	CRC	1.00000000	1	0005	S	recepcionfactura@andymarcr.com	recepcionfactura@andymarcr.com
00163	ALMACEN  AVILA SA	ALAJUELA	99999999	3101763654	CRC	300000.00000000	30	0014	S	ventas@almacenavila.com	compras@almacenavila.com
00164	CARNES CASTILLO CC SA	COSTA SUR PLAZA DEL CARMEN ALAJUELA	99999999	3101547065	CRC	300000.00000000	30	0014	S	c.pagar@carnescastillo.net	comprobanteelectronico@carnescastillo.net
00165	AERIS HOLDING COSTA RICA SA	ALAJUELA, AEROPUERTO. FRENTE A ESTACION DE BOMBEROS.	99999999	3101256530	CRC	5000000.00000000	95	0011	S	alopez@aeris.cr	alopez@aeris.cr
00166	PROREPUESTOS PHI SA	50 ESTE BUSES EMPR. UNIDOS LOS ANGELES	99999999	3101276410	CRC	600000.00000000	30	0011	S	rrubi@kr.co.cr	facturas@kr.co.cr
00167	MUNDO MARINO SA	PRINCESA MARINA CURRIDABAT	99999999	3101190871	CRC	5000000.00000000	30	0011	S	princesamarina@hotmail.com	princesamarina@hotmail.com
00168	FABRICA DE HARINAS DE CENTROAMERICA S.A.	ENCOMIENDAS MI BUS	22098600	3101040862	CRC	600000.00000000	60	0008	S	facturacionelectronicacr@molinosmodernos.com	facturacr@somoscmi.com
00169	UNION CENTROAMERICANA DEL SUR S.A.	URB.MONTENEGRO DETRAS EST.MORERA SOTO	99999999	3002056552	CRC	300000.00000000	30	0011	S	tesoreria-ucas@hotmail.com	tesoreria-ucas@hotmail.com
00170	INDUSTRIAS CHA-RO ANG, SA	SAN RAFAEL DE POAS	24486152	3101470098	CRC	300000.00000000	30	0006	S	contabilidad@heladoscharo.com	facturaelectronica@heladoscharo.com
00171	BODEGA REPUESTOS GIGANTE SA	TURRUCARES 700 NORTE DEL BCR	99999999	3101156677	CRC	6000000.00000000	30	0011	S	maryelith@repuestosgigante.com	marielith@repuestosgigante.com
00172	ALIMENTOS TURRIALBA SA	CIUDAD COLON	99999999	3101168458	CRC	12000000.00000000	30	0003	S	proveeduria@pmtcr.com	facturacionelectronica@pmtcr.com
00173	TRES M COSTA RICA SA	LA VALENCIA HEREDIA	99999999	3101014346	CRC	2000000.00000000	30	0011	S	yalpizarmadrigal.cw@mmm.com	armonia.facturaelectronica@edi.co.cr
00174	CECROPIA PITTIERI SA	BAJOS DEL JORCO 600 este iglesia Catolica Palmichal acosta	99999999	3101667440	CRC	5000000.00000000	30	0011	S	naturetec.facturacion@gmail.com	naturetec.facturacion@gmail.com
00175	MALICK S A	FONT LA URUCA 300 NORTE	99999999	3101041591	CRC	2000000.00000000	30	0011	S	malick@malicksa.co.cr	compras@malicksa.com
00176	URUCOSTA DE AMERICA, S.A	PAVAS DEL CENTRO COMERCIAL PLAZA MAYOR 450 MTS OESTE SOBRE EL BULEVAR AV 27, FRENTE A AUTOS ACCION	22200121	3101368587	CRC	1000000.00000000	60	0011	S	cxp@remsoluciones.com	fe@remsoluciones.com
00177	CEFA CENTRAL FARMACEUTICA SA	DESAMPARADOS CEDI	99999999	3101095144	CRC	2000000.00000000	45	0007	S	gsolano@cuestamoras.com	factelectsalud@grupodokka.com
00178	ELIETH LORENA DE LA TRINIDAD CUBERO ARROYO	SANTA EULALIA DE ATENAS SALON COMUNAL	99999999	501850193	CRC	1000000.00000000	30	0011	N	facturacion@avicolazumbado.com	facturacion@avicolazumbado.com
00179	ALIMENTOS KAMUK INTERNACIONAL COSTA RICA SA	PARAISO DE CARTAGO FRENTE JARDINES LANKASTER	99999999	3101031116	CRC	10000000.00000000	30	0006	S	FE@kamukcr.com	FE@kamukcr.com
00180	CONSERVAS DEL VALLE SA	BARRIO LOYOLA 300 OEST COLEGIO SERÁFICO CARTAGO	99999999	3101040089	CRC	300000.00000000	30	0011	S	hcamcacho@conservasdelvalle.com	facturaelectronica@conservasdelvalle.com
00181	GUTIS LTDA	PAVAS, 300MT OESTE DE OFICINAS PIZZA HUT	99999999	3102526627	CRC	2000000.00000000	30	0011	S	m.jimenez@gutis.com	recepcion_facturas@gutis.com
00182	SERV. COMERCIALES ESPECIALIZADOS JMF, SA	ENVIAR POR TRANSRODEN  (PEREZ ZELEDON)	99999999	3101293282	CRC	1250000.00000000	30	0005	S	compras@servicejmf.com	compras@servicejmf.com
00183	CRYOVAC SEALED AIR CR	100 OE PLAZA DEPORTES BARREAL DE HEREDIA	99999999	3102590168	CRC	5000000.00000000	60	0011	S	vendor.invoices.cr@sealedair.com	recibe.invoices@sealedair.com
00184	HACIENDA OJO DE AGUA, S.A.	RTV COYOL 600 SUR Y 400 ESTE CONDOMINIO LOGISTICO RC	99999999	3101004341	CRC	2000000.00000000	30	0011	S	servicioaproveedor@grupopelon.com	servicioaproveedor@grupopelon.com
00185	ASOC. CAMARA DE PROD.DE CAÑA DEL PACIFICO	DETALLE: GRECIA                                                                                              	99999999	3002045365	CRC	2000000.00000000	30	0006	S	fcastro@camaradeproductores.com	comprascpcp@camaradeproductores.com
00186	CONSEJO NACIONAL DE PRODUCCION DIVISION FANAL	ALAJUELA GRECIA, RINCON SALAS	99999999	4000042146	CRC	300000.00000000	30	0011	S	factura@fanal.co.cr	factura@fanal.co.cr
00187	WENDY ARGUEDAS HERNANDEZ	ARREO BODEGA CON ROLANDO HIDALGO	99999999	112500634	CRC	200000.00000000	30	0011	S	wendyarguedas1708@hotmail.com	wendyarguedas1708@hotmail.com
00188	ALCAMES LABORATORIOS QUIMICOS DE CA SA	SAN SEBASTIAN BCR 200 ESTE	99999999	3101012190	CRC	5000000.00000000	30	0011	S	facturas@alcames.com	facturas@alcames.com
00189	DIST. DE CARNES ARIAS SA	POR EL ESTADIO ALAJUELA	99999999	3101378475	CRC	5500000.00000000	30	0014	S	administrativo@carnesarias.com	facturacion@carnesarias.com
00190	EXPERT COMERCIAL, S.A.	100 MTR OESTE DE LA ESQUINA CEMENTERIO GENERAL ALAJUELA	99999999	3101305672	CRC	1.00000000	1	0011	S	maureen.corella@expert.cr	maureen.corella@expert.cr
00191	SENSIENT COSTA RICA SRL	ZONA FRANCA COYOL ALAJUELA	99999999	3102497406	CRC	300000.00000000	30	0011	S	erika.madrigal@sensient.com	CXPCR@sensient.com
00192	TROPICAL PARADISE FRUITS CO, S.A.	MUELLE S.CARLOS PLANTA JUGO	99999999	3101389918	CRC	3000000.00000000	30	0011	S	facturacion@tropicalparadisefruits.com	facturacion@tropicalparadisefruits.com
00193	MALUQUER DE CENTROAMERICA S.A.	HEREDIA, PARQUE INDUSTRIAL ZETA	99999999	3101079997	CRC	3000000.00000000	30	0003	S	financiera@maluquercr.com	compras@maluquercr.com
00194	BAYER S.A.	OFICENTRO PLAZA TEMPO, ESCAZU (COSTA RICA)	99999999	3101036070	CRC	300000.00000000	30	0011	S	recepcion.facturas.cr@bayer.com	recepcion.facturas.cr@bayer.com
00195	BALTIMORE SPICE CENTRAL AMERICA, S.A	PAVAS, 100 O,200 N DEL LICEO DE PAVAS	99999999	3101016535	CRC	5000000.00000000	60	0007	S	maicol.moreira@kerry.com	crcuentas.porpagar@kerry.com
00196	PAN-AMERICAN SCHOOL S.A.	SAN ANTONIO BELEN / FRENTE RODEO	99999999	3101128631	CRC	3000000.00000000	30	0014	S	pascheques@panam.ed.cr	facturas@panam.ed.cr
00197	DISTRIBUIDORA RETANA Y SALMERON S.A	RIO SEGUNDO ALAJUELA	99999999	3101276663	CRC	3000000.00000000	30	0011	S	fcompras@gruporys.com	fcompras@gruporys.com
00198	CEMACO INTERNACIONAL S.A.	BODEGA URUCA	99999999	3101070993	CRC	10000000.00000000	30	0011	S	rchinchilla@cemaco.co.cr	tramite.factura@cemaco.co.cr
00199	CORPORACION DESINID S.A.	SARET ALAJUELA	99999999	3101159487	CRC	10000000.00000000	30	0006	S	comprasdesinid@corpdesinid.com	facturas@corpdesinid.com
00200	QUIMICAS MUNDIALES, S.A.	LAGUNILLA HEREDIA 600 SUR Y 75 OESTE JARDINES DEL RECUERDO	22903434	3101020272	CRC	300000.00000000	30	0009	S	proveeduria@quimusa.com	factura.electronica@quimusa.com
00201	DURMAN ESQUIVEL S.A.	COYOL ALAJUELA	99999999	3101006779	CRC	1000000.00000000	45	0014	S	rmsoto@aliaxis-la.com	facturascr@aliaxis-la.com
00202	SERVICIO DE MAQUILA LARISA SML, SA	OCHOMOGO INDUGEL FRENTE AL PLANTEL DE RECOPE	99999999	3101203551	CRC	5000000.00000000	30	0011	S	contabilidad@smlarisa.com	contabilidad@smlarisa.com
00203	COOPELESCA R.L.	CIUDAD QUESADA SAN CARLOS COSTADO ESTE DE LA ESCUELA JUAN CHAVES ROJAS	99999999	3004045117	CRC	300000.00000000	30	0011	S	jecordero@coopelesca.co.cr	fecoopelesca@coopelesca.co.cr
00204	DAVID SEQUEIRA CALDERON	TIBAS	99999999	110640228	CRC	5000000.00000000	30	0011	S	davidseg@hotmail.com	davidseg@hotmail.com
00205	ZONA FRANCA DEL ESTE ZFE S.A.	CALLE BLANCOS, PLAZA SAN GABRIEL	99999999	3101375108	CRC	300000.00000000	45	0011	S	arelis.murillo@parqueempresarialdeleste.com	pagosZFE@grupomontecristo.com
00206	INSTITUTO JIMENEZ S.A	AV CENTRAL CALLE 1. EDF LUX 2 PISO	99999999	3101090080	CRC	300000.00000000	30	0011	S	ljimenezr@utc.ac.cr	facturaelectronica@utc.ac.cr
00207	ALPEMUSA SA	500 MT OSTE DE MULTIPLAZA ESCAZU	99999999	3101289929	CRC	800000.00000000	30	0011	S	maguilar@pequenomundo.com	fe@pequenomundo.com
00208	FRUTAS DEL MUNDO SA	BARREAL HEREDIA DENTRO DE CENADA , GALPON  No 1	99999999	3101141897	CRC	3000000.00000000	30	0011	S	fe@interfrutd.com	fe@interfrutd.com
00209	DISTRIBUIDORA CAFE MONTAÑA S.A.	1 kilometro noroeste  DE LOS TRIBUNALES ALAJUELA	99999999	3101257821	CRC	300000.00000000	30	0011	S	recepcion@dcm.cr	facturadigitaldcm@dcm.cr
00210	MATADERO DEL VALLE, S.A.	OJO DE AGUA ALAJUELA	99999999	3101095380	CRC	8000000.00000000	30	0007	S	proveeduriavalle@pirroagz.com	fevalle@pirroagz.com
00211	GRUPO EV SA	GUACHIPELIN ESCAZU	99999999	3101689206	CRC	5000000.00000000	30	0011	S	facturasgrupoev@gmail.com	facturasgrupoev@gmail.com
00212	INDUSTRIA LOS PATITOS SA	HEREDIA DE LA CERVECRIA 500 ESTE SOBRE CALLE PRINCIPALBODEGAS SANTIAGO 525 CONT GONHER	99999999	3101011946	CRC	6000000.00000000	45	0009	S	msegura@lospatitos.com	receptorfacturaelectronica@lospatitos.com
00213	RODOLFO MOLINA RODRIGUEZ	GRECIA	99999999	107080125	CRC	1.00000000	1	0011	S	inversionesmolrod@hotmail.com	inversionesmolrod@hotmail.com
00214	CONDUCEN S.R.L	AUTOPISTA GENERAL CAÑAS	99999999	3102011928	CRC	8500000.00000000	45	0007	S	Larissa.alvarez@generalcable.co.cr	compras.cr@prysmian.com
00215	RICARDO MURILLO BARQUERO	Alajuela pueblo nuevo Colegio San Gerardo	99999999	206960209	CRC	5000000.00000000	30	0011	S	ricmurbar0292@gmail.com	ricmurbar0292@gmail.com
00216	EXPORTADORA PMT SA	Del peaje de piedades de santana 1 k oeste mano derecha detras del lubricentro juan	99999999	3101074903	CRC	5000000.00000000	30	0011	S	contabilidad@pmtcr.com	contabilidad@pmtcr.com
00217	ASOC. INST CULTURAL GERMANO COSTARRICENS	COLEGIO HUMBOLD PAVAS	99999999	3002045764	CRC	3000000.00000000	30	0011	S	crojas@humboldt.ed.cr	factura@colegiohumboldt.cr
00218	LABORATORIOS ARBO DE GRECIA Y ASOCIADOS S.A.	600 ESTE ESCUELA CARBONAL GRECIA	99999999	3101503477	CRC	1.00000000	1	0011	S	fe@managercr.com	fe@managercr.com
00219	ECOLAB SRL	ZONA FRANCA BEST COYOL	99999999	3102117583	CRC	3000000.00000000	30	0012	S	Yessica.pineda@ecolab.com	cuentasporpagar@ecolab.com
00220	TORREFACTORA  COBRUCITO S.A	DETRAS  DE TERRAMALL  TRES RIOS 200 NORTE DEL ABASTECEDOR SAN DIEGO	99999999	3101138980	CRC	1000000.00000000	30	0006	S	andreac@valley.co.cr	andreac@valley.co.cr
00221	COMERCIAL ARGRI DEL OESTE SA	400 METROS SUR DE LA ROTONDA PASO ANCHO	99999999	3101138882	CRC	3000000.00000000	30	0011	S	proveeduria@carnesargri.com	proveeduria@carnesargri.com
00222	SUR QUIMICA SA	URUCA, CALLE 38, CONTIGUO AL CEMENTERIO.	22113701	3101022435	CRC	50000000.00000000	30	0008	S	avalerina@gruposur.com	recepcionfesq@gruposur.com
00223	GRUPO BATA CENTROAMERICANA S.A	PALMARES DETRAS DEL MERCADO CENTRAL	99999999	3101177759	CRC	3000000.00000000	30	0011	S	mvasquez@grupobata.com	factura.electronica@grupobata.com
00224	CORPORACION MEGA SUPER S.A.	EL GUARCO, CARTAGO	99999999	3101052164	CRC	50000000.00000000	60	0006	S	facturaelectronica@megasuper.com	felectronicagastos@megasuper.com
00225	AMERICAN BRANDS S.A	HATILLO  GRUPO CONSTENLA	99999999	3101192340	CRC	3000000.00000000	30	0011	S	recepcionfe@americanbrandssa.com	recepcionfe@americanbrandssa.com
00226	SUMINISTROS DE LIMPIEZA FAM DE CENTROAMERICA	HATILLO 6 DEL SEMAFORO 50 OESTE  50 NORTE CASA ESQUINERA 2 PISOS	99999999	3101770195	CRC	1.00000000	1	0011	S	carroyo27@gmail.com	carroyo27@gmail.com
00227	COMIDAS CENTROAMERICANAS SA	PAVAS DE LA JACKS 350 SE 200 E / 200 S	99999999	3101016470	CRC	3000000.00000000	30	0011	S	kimberlybermudez@pizzahutcr.com	recepcionfacturas@pizzahutcr.com
00228	SONRISA TOTAL SA	ALAJUELA 200 SUR IGLESIA AGONIA frente hamburguesas Talleres	99999999	3101500891	CRC	5000000.00000000	30	0011	S	dtecr.prod@einvoicing.signature-cloud.com	dtecr.prod@einvoicing.signature-cloud.com
00229	MEXICHEM COSTA RICA SA	FRENTE A TRIMPOT BELEN	99999999	3101338564	CRC	65000000.00000000	75	0008	S	isaac.murillo@mexichem.com	recepcionFECostaRica@mexichem.com
00230	LA CASA DEL POLLO PAPI ALAJUELA S.A.	100OESTE 50NORTE TRIB DE JUSTICIA, ALAJU	99999999	3101121261	CRC	3000000.00000000	30	0011	S	mesolce@yahoo.es	mesolce@yahoo.es
00231	MATADERO EL CAIRO S.A.	BELÉN, FRENTE A CASA ESPAÑA	99999999	3101246674	CRC	300000.00000000	30	0011	S	mataderodelcairo@gmail.com	mataderodelcairo@gmail.com
00232	ALIMER  S.A	NARANJO SAN GERONIMO CONTIGUO COLEGIO	99999999	3101083198	CRC	300000.00000000	30	0011	S	cuentasporpagar@alimer.com	cuentasporpagar@alimer.com
00233	NATURALEZA TURISMO & TRANSPORTE SA	SAN SEBASTIAN CONTIGUO  TALLER GARRO Y  ALVAREZ	99999999	3101132996	CRC	600000.00000000	30	0011	S	afuentes@eurohogar.co.cr	proveedores@eurohogar.co.cr
00234	ROBERTO ALVARADO	DIPO	99999999	107670221	CRC	5000000.00000000	30	0011	S	ROALAS@gmail.com	ROALAS@gmail.com
00235	DISTRIBUIDORA MUNDIAL INDUSTRIAL S.A.	100 METROS ANTES DE ROMANA CARTAGO	99999999	3101166017	CRC	5000000.00000000	30	0011	S	dmiservicialcliente@ice.co.cr	dmiservicialcliente@ice.co.cr
00236	BAXTER AMERICAS SERVICES SRL	ZONA FRANCA AMERICA, EDIFICIO F33	99999999	3102367670	CRC	2000000.00000000	30	0012	S	cr_vendor_inv@baxter.com	cr_vendor_inv@baxter.com
00237	EMPRESA DE INVERSIONES ROSAVAL SRL	300NORTE LICEO LEON CORTES,GRECIA	99999999	3102385839	CRC	1000000.00000000	30	0014	S	jhidalgo@roobycr.com	contabilidad@roobycr.com
00238	EL GRANERO ARAYA MAROTO S.A.	MONTECILLOS DE ALAJUELA	99999999	3101436502	CRC	1000000.00000000	30	0011	S	info@vetelgranero.com	info@vetelgranero.com
00239	BUSINESS MODEL INNOVATION CONSULTING S.A	AVENIDA ESCAZU, EDIFICIO 202, PISO 3 LOCAL 303	99999999	3101573734	CRC	200000.00000000	30	0011	S	juan.porras@sandler.com	juan.porras@sandler.com
00240	CORPORACION JOESA SA	CURRIDABAT CONTIGUO A PLASCON	99999999	3101080678	CRC	3000000.00000000	45	0011	S	corporacionjoesa@gmail.com	facturascorporacionjoesa@gmail.com
00241	J.G INGENIEROS ASOCIADOS S.A.	800 OESTE COLEGIO LINCOLN, STO DOM HEREDIA BARRIO EL SOCORRO	99999999	3101095719	CRC	100000.00000000	30	0014	S	cuentasporpagar.jg@grupo-jg.com	cuentasporpagar.jg@grupo-jg.com
00242	REPRESENTACIONES SUMICOMP EQUIPOS SA	CARTAGO	99999999	3101286770	CRC	1.00000000	1	0011	S	facturaciondigital@sumicomp.net	facturaciondigital@sumicomp.net
00243	LABORATORIOS STEIN S.A.	LA LIMA CARTAGO	99999999	3101028601	CRC	15000000.00000000	60	0011	S	facturaelectronica@labstein.com	facturaelectronica@labstein.com
00244	VENTAJAS MUNDIALES SA	DEL CASINO FIESTA KILOMETRO Y MEDIO AL ESTE RIO SEGUNDO ALAJUELA	99999999	3101286980	CRC	100000.00000000	30	0011	S	facturacion@ventajasmundiales.com	facturacion@ventajasmundiales.com
00245	QUIMICAS LAMINAK INDUSTRIAL SA	CARRETERA PRINCIPAL HEREDIA - SAN JOSE, CENTRO COMERCIAL HEREDIA 2000, 125 METROS ESTE TIENDA LAZARO, CALLE FRENTE PARQUEO PEQUEÑO MUNDO	99999999	3101007569	CRC	300000.00000000	45	0011	S	creditoycobro@laminakcr.com	proveeduria@laminakcr.com
00246	MOOG	ZONA FRANCA COYOL ALAJUELA EDIFICIO B9	99999999	3102535760	CRC	3000000.00000000	30	0014	S	facturaelectronicamoog@moog.com	facturaelectronicamoog@moog.com
00247	AGENCIA DATSUN S.A.	FRENTE A SABANA (NISSAN)	99999999	3101007435	CRC	4000000.00000000	60	0012	S	proveeduria@grupodanissa.com	proveeduria@grupodanissa.com
00248	AGROQUIMICA INDUSTRIAL RIMAC, S.A.	LA LIMA, CARTAGO	99999999	3101028204	CRC	1000000.00000000	30	0005	S	proveeduria@rimacsa.com	factura@rimacsa.co.cr
00249	MARTEC CENTROAMERICA S.A.	350 MTS OESTE DE FERRETERIA EPA, LA ASUNCION DE BELEN HEREDIA FRENTE A AUTOS CHITO CARS	99999999	3101239128	CRC	600000.00000000	30	0011	S	facturaelectronica@martecintl.com	facturaelectronica@martecintl.com
00250	TSC LIMPIEZA PROFESIONAL S.A	SABANA SUR, 700 SUR DE LA CONTRALORIA	99999999	3101667797	CRC	3000000.00000000	60	0011	S	tcorea@tsc.cr	limpiezaelectronica@tsc.cr
00251	RICHARD AMADOR FONSECA	CENTRO COMERCIAL MULTIPARK LOCAL 65	99999999	304490700	CRC	5000000.00000000	30	0011	S	fonseca19richard@hotmail.com	fonseca19richard@hotmail.com
